Frame,Intensity
0,83.08870967741936
1,82.34250474383302
2,82.70625
3,84.01828298887122
4,85.56785714285714
5,84.83931623931623
6,86.0673624288425
7,84.15641025641025
8,84.53974562798092
9,85.08047292143402
10,85.82494279176201
11,85.38931022029614
12,85.03611412062116
13,85.57514245014245
14,85.90847578347578
15,86.24629830263633
16,85.72300469483568
17,85.84499205087441
18,86.72719734660033
19,86.08771929824562
20,85.91260382809679
21,86.64752618273745
22,86.28454415954415
23,86.43668954996186
24,86.73608903020667
25,85.81311975591152
26,85.78851351351351
27,85.19837398373984
28,84.59544715447154
29,84.56109022556392
30,84.47869674185463
31,83.93358395989975
32,83.81925675675676
33,83.93105691056911
34,84.13995726495726
35,85.42486651411137
36,85.01914048392922
37,85.60106788710908
38,85.30282227307399
39,85.24006359300476
40,86.02997472011556
41,85.40818759936407
42,85.73607932875667
43,85.70442410373761
44,85.32033224990971
45,85.97074756229686
46,85.64138678223185
47,85.96099674972915
48,85.35247381726255
49,84.7781339031339
50,85.37522571325388
51,85.56766381766381
52,85.03074324324324
53,84.56484962406014
54,83.61497493734336
55,82.67011278195488
56,82.25432319618366
57,83.34231200897868
58,82.96988636363636
59,83.2625
60,83.46420454545455
61,83.71109123434705
62,84.87781954887218
63,84.24216524216524
64,85.03936439147706
65,85.10689779703864
66,85.93401983218916
67,84.4075456053068
68,82.97802653399668
69,78.32669983416253
70,79.72217806041336
71,80.96701112877584
72,98.4399841017488
73,92.29394693200663
137,79.8890756302521
138,78.86180165731088
139,80.47369765066394
140,80.27158513766372
141,79.91125367548784
142,80.16218487394958
143,79.63622843545508
144,78.99018441403926
145,78.3153125
146,78.416875
147,77.834375
148,77.1453125
149,76.5415625
150,76.5375
151,76.7765625
152,76.18792599805258
153,77.27620902304447
154,78.0315625
155,77.96332359623499
156,77.62553342816501
157,76.90362731152204
158,76.83868762816131
159,77.90814670561505
160,77.5884375
161,77.6746875
162,78.3309375
163,78.75252825698989
164,77.7846519928614
165,77.91552647233789
166,77.246875
167,78.14158239143367
168,77.87862950058071
169,78.94705882352942
170,77.71540616246499
171,77.30392156862744
172,76.33333333333333
173,76.8866745984533
174,76.65942891136228
175,75.4571875
176,75.6871875
177,75.5196875
178,74.7778125
179,76.22070756247972
180,76.41901979876664
181,77.44920480363518
182,77.13177539759818
183,75.9311911716975
184,75.97013956507628
185,76.75689711132749
186,75.9134375
187,76.35410580980201
188,76.05775803144225
189,77.07692307692308
190,76.98247322297955
191,77.6209023044466
192,77.80233690360272
193,78.0903125
194,78.29892891918209
195,78.34728984096073
196,77.80525803310613
197,79.1315625
198,77.551875
199,77.93575252825698
200,76.70586527293844
201,77.97441998810233
202,77.55
203,78.7190625
204,77.70625
205,77.5140625
206,79.2903125
207,78.733125
208,79.095423563778
209,79.39078221356702
210,78.99935086011035
211,78.1165206101915
212,78.97598182408309
213,78.664375
214,78.4465625
215,77.08049334631613
216,78.6621875
217,78.44920480363518
218,77.19214540733527
219,78.04186952288218
220,78.4647841609867
221,77.40830899058747
222,77.59201557935735
223,77.6377799415774
224,77.26160337552743
225,77.68614086335606
226,78.20610191496267
227,77.32554365465758
228,78.53911067835118
229,78.43752028562155
230,76.8691045796309
231,77.3833171048361
232,76.5123034859877
233,77.2233041220383
234,77.0126582278481
235,77.07270366764038
236,76.7865625
237,77.5828125
238,76.73125608568647
239,76.57375
240,76.2509375
241,76.5009375
242,75.2296875
243,75.2615625
244,76.5134375
245,75.4925
246,75.5096875
247,75.9553125
248,76.6671875
249,77.38280785246877
250,77.43426531826294
251,77.385
252,77.32361689470554
253,77.70375
254,76.8390625
255,76.2995240928019
256,76.0841760856633
257,76.13
258,76.233125
259,76.77662105889351
260,76.59934562760262
261,76.74182034503272
262,76.170625
263,76.93216488153197
264,77.17916260954236
265,76.93995456020772
266,76.86140863356053
267,76.09444985394353
268,77.32684193443687
269,77.08633560532294
270,77.82830249918858
271,76.8834793898085
272,77.52580331061344
273,76.61603375527426
274,77.7934375
275,77.3684375
276,76.50493612078978
277,77.3196875
278,77.01992861392029
279,78.02528256989886
280,78.25435540069687
281,78.24509220701962
282,77.48126115407496
283,77.68590124925639
284,78.14901844140392
285,76.4803125
286,76.6046875
287,75.7359375
288,76.6046875
289,77.0003125
290,76.720625
291,76.77150275884453
292,78.27875
293,78.3446875
294,77.8484375
295,77.750625
296,77.4084375
297,78.316875
298,77.7534375
299,77.45
300,77.265
301,77.7003125
302,77.3396875
303,77.1046875
304,76.7271875
305,76.9184375
306,77.285625
307,76.956875
308,76.98625
309,77.5334375
310,76.183125
311,76.35625
312,76.0034375
313,75.8671875
314,76.9465625
315,76.884375
316,76.5471875
317,76.3090625
318,76.9678125
319,77.0909375
320,76.445625
321,76.6003125
