Frame,Intensity
0,90.9132075471698
1,90.82749326145553
2,89.22533692722372
3,88.69135802469135
4,88.6489898989899
5,88.81212121212121
6,88.36779835390946
7,88.2201646090535
8,88.47788065843622
9,89.99710424710425
10,90.07921810699588
11,90.2377358490566
12,90.40792181069959
13,90.20454545454545
14,90.39191919191919
15,90.36882716049382
16,90.65656565656566
17,90.88194070080863
18,91.20323450134771
19,91.48625336927223
20,91.73207547169811
21,91.78571428571429
22,91.11717171717171
23,90.0843621399177
24,89.51161616161616
25,89.32171717171717
26,88.98989898989899
27,88.47325102880659
28,88.44090909090909
29,88.76161616161616
30,89.99646464646464
31,90.1332304526749
32,90.58232323232323
33,90.66363636363636
34,90.68261316872427
35,90.50512129380054
36,90.81841563786008
37,90.74125514403292
38,89.72121212121212
39,89.41602316602317
40,89.07575757575758
41,90.27057613168725
42,91.10757575757576
43,90.48409703504043
44,90.65843621399176
45,90.74434156378601
46,91.60909090909091
47,91.62037037037037
48,91.8959595959596
49,91.99029649595687
50,92.23662551440329
51,92.5530303030303
52,92.46900269541779
53,92.19958847736625
54,91.98456790123457
55,91.27160493827161
56,90.93131313131313
57,90.19242424242424
58,89.47575757575757
59,89.2040404040404
60,89.0545267489712
61,89.02314814814815
62,89.4459595959596
63,90.79488416988417
64,90.8730694980695
65,91.23793436293437
66,91.07046332046332
67,90.87165281625116
68,91.0265102129509
69,90.95784441547153
70,90.39786324786324
71,90.77663934426229
72,90.60286885245901
73,89.13647540983607
74,88.97656840513983
75,88.91534391534391
76,89.14418604651163
77,89.28018995929443
78,88.73703041144901
79,88.60071556350626
80,88.72520661157024
81,89.17951625094483
82,89.67951625094483
83,89.7970102281668
84,90.41836734693878
85,90.65154950869237
86,91.09410430839003
87,91.61148904006046
88,91.39499105545617
89,90.85438282647586
90,90.61186696900982
91,90.80196523053665
92,91.35563114134543
93,91.30094413847364
94,92.00113378684807
95,91.51587301587301
96,91.1787603930461
97,91.61829176114891
98,91.5578231292517
99,92.76001511715798
100,92.5978835978836
101,91.56575963718821
102,91.32312925170068
103,92.11526832955404
104,92.16213151927438
105,92.23544973544973
106,92.49848828420257
107,92.20107334525939
108,92.35374149659864
109,92.21645796064401
110,91.6865831842576
111,90.99463327370304
112,89.99964221824688
113,89.25295169946332
114,89.06583184257603
115,88.77674418604651
116,88.81538461538462
117,89.09660107334525
118,88.59674981103552
119,88.60922146636432
120,88.95599284436494
121,88.88157423971377
122,89.79499105545617
123,90.39821109123434
124,90.16137566137566
125,90.29667422524565
126,90.3212396069539
127,88.95277280858676
128,88.4521349862259
129,88.15098389982111
130,87.70733452593917
131,87.8015873015873
132,88.20250447227191
133,88.25661375661376
134,89.30650037792896
135,89.87263794406651
136,90.28042328042328
137,90.91647770219198
138,91.01814058956916
139,90.99848828420257
140,91.21957671957672
141,91.03220035778175
142,90.95706618962433
143,90.9567084078712
144,91.28944543828264
145,90.9076923076923
146,91.26152683295541
147,91.32312925170068
148,92.39153439153439
149,91.87490551776266
150,91.52834467120181
151,91.56198034769463
152,91.0774754346183
153,91.80234315948601
154,91.96334089191232
155,92.03892668178382
156,91.99960660896932
157,91.33333333333333
158,91.63378684807256
159,91.7792894935752
160,91.5650037792895
161,91.80234315948601
162,91.52380952380952
163,91.34315948601663
164,91.31141345427059
165,90.68027210884354
166,89.92200357781753
167,89.21574239713775
168,88.75396825396825
169,88.69349962207104
170,88.59677419354838
171,88.78117913832199
172,89.32010582010582
173,90.37150415721844
174,91.24114490161001
175,91.34991055456172
176,91.02683363148479
