Frame,Intensity,Final_BPM
0,90.56117647058824,24.942528735632184
0,90.47529411764705,24.942528735632184
0,88.84313725490196,24.942528735632184
0,88.55922431865828,24.942528735632184
0,88.5,24.942528735632184
0,88.83444976076555,24.942528735632184
0,88.76597744360902,24.942528735632184
0,88.54182330827068,24.942528735632184
0,88.59748427672956,24.942528735632184
0,89.78711484593838,24.942528735632184
0,90.14882352941177,24.942528735632184
0,90.17882352941176,24.942528735632184
0,90.23641456582634,24.942528735632184
0,89.86582809224319,24.942528735632184
0,89.95230607966457,24.942528735632184
0,89.96302521008403,24.942528735632184
0,90.16208791208791,24.942528735632184
0,90.6409853249476,24.942528735632184
0,91.21813186813186,24.942528735632184
0,91.4296918767507,24.942528735632184
0,91.81529411764706,24.942528735632184
0,91.86386554621849,24.942528735632184
0,90.96436058700209,24.942528735632184
0,90.01923076923077,24.942528735632184
0,89.53626373626373,24.942528735632184
0,89.11758241758241,24.942528735632184
0,88.80494505494505,24.942528735632184
0,88.32087912087913,24.942528735632184
0,88.19450549450549,24.942528735632184
0,88.51923076923077,24.942528735632184
0,89.8313725490196,24.942528735632184
0,90.03809523809524,24.942528735632184
0,90.38487394957983,24.942528735632184
0,90.35518207282914,24.942528735632184
0,90.56470588235294,24.942528735632184
0,90.5,24.942528735632184
0,90.78375350140055,24.942528735632184
0,90.6593837535014,24.942528735632184
0,89.62408963585435,24.942528735632184
0,89.13165266106442,24.942528735632184
0,89.10204081632654,24.942528735632184
0,90.29004329004329,24.942528735632184
0,90.95647058823529,24.942528735632184
0,90.45494505494506,24.942528735632184
0,90.81868131868131,24.942528735632184
0,90.65546218487395,24.942528735632184
0,91.55549450549451,24.942528735632184
0,91.66666666666667,24.942528735632184
0,92.00336134453782,24.942528735632184
0,92.19340659340659,24.942528735632184
0,92.59835164835165,24.942528735632184
0,92.63259958071279,24.942528735632184
0,92.66098901098901,24.942528735632184
0,92.48241758241758,24.942528735632184
0,92.15989010989011,24.942528735632184
0,91.64945054945055,24.942528735632184
0,91.00896358543417,24.942528735632184
0,90.25266106442577,24.942528735632184
0,89.29505494505494,24.942528735632184
0,88.79327731092437,24.942528735632184
0,89.08901098901099,24.942528735632184
0,89.07285115303984,24.942528735632184
0,89.5796645702306,24.942528735632184
0,90.75675675675676,24.942528735632184
0,90.91541541541541,24.942528735632184
0,91.322009569378,24.942528735632184
0,91.3984962406015,24.942528735632184
0,91.03463787674313,24.942528735632184
0,91.39766081871345,24.942528735632184
0,91.06522717049033,24.942528735632184
0,90.42105263157895,24.942528735632184
0,90.91767881241566,24.942528735632184
0,90.66353383458646,24.942528735632184
0,89.03289473684211,24.942528735632184
0,88.57804768331084,24.942528735632184
0,88.4187030075188,24.942528735632184
0,88.12775528565003,24.942528735632184
0,88.17228969860548,24.942528735632184
0,87.8957627118644,24.942528735632184
0,87.89237288135594,24.942528735632184
0,87.74186991869918,24.942528735632184
0,88.37838983050847,24.942528735632184
0,89.02789023841656,24.942528735632184
0,89.42015294646873,24.942528735632184
0,90.02033898305085,24.942528735632184
0,90.23008474576271,24.942528735632184
0,90.66101694915254,24.942528735632184
0,91.2991452991453,24.942528735632184
0,91.27755285650022,24.942528735632184
0,90.44534412955466,24.942528735632184
0,90.32388663967612,24.942528735632184
0,90.54385964912281,24.942528735632184
0,91.06612685560054,24.942528735632184
0,91.13585245164192,24.942528735632184
0,91.73684210526316,24.942528735632184
0,91.39991003148899,24.942528735632184
0,90.81949152542373,24.942528735632184
0,91.26440677966102,24.942528735632184
0,91.50762711864407,24.942528735632184
0,92.70220422852002,24.942528735632184
0,92.55330634278003,24.942528735632184
0,91.60143949617634,24.942528735632184
0,91.24696356275304,24.942528735632184
0,92.02881355932203,24.942528735632184
0,92.0635593220339,24.942528735632184
0,92.30254237288136,24.942528735632184
0,92.6364406779661,24.942528735632184
0,92.05593220338983,24.942528735632184
0,92.34533898305085,24.942528735632184
0,92.14025423728813,24.942528735632184
0,91.39586144849302,24.942528735632184
0,90.62708052181736,24.942528735632184
0,89.49887539361224,24.942528735632184
0,88.82457627118644,24.942528735632184
0,88.35254237288136,24.942528735632184
0,88.30889830508474,24.942528735632184
0,88.3656779661017,24.942528735632184
0,88.70677966101695,24.942528735632184
0,88.62415254237288,24.942528735632184
0,88.38135593220339,24.942528735632184
0,88.45243902439024,24.942528735632184
0,88.52439024390245,24.942528735632184
0,89.38130081300812,24.942528735632184
0,89.99674796747968,24.942528735632184
0,89.88220338983051,24.942528735632184
0,89.95593220338984,24.942528735632184
0,90.11822033898305,24.942528735632184
0,88.44830508474577,24.942528735632184
0,87.48305084745763,24.942528735632184
0,87.19237288135594,24.942528735632184
0,86.75127118644068,24.942528735632184
