Frame,Intensity,Final_BPM
0,93.12127814088599,24.067745803357315
1,92.82681940700809,24.067745803357315
2,90.72030651340997,24.067745803357315
3,89.92,24.067745803357315
4,89.9074074074074,24.067745803357315
5,90.06002554278416,24.067745803357315
6,89.63939393939394,24.067745803357315
7,89.62321428571428,24.067745803357315
8,89.7060606060606,24.067745803357315
9,91.5047619047619,24.067745803357315
10,91.7220238095238,24.067745803357315
11,91.72121212121212,24.067745803357315
12,91.92545454545454,24.067745803357315
13,91.68135376756067,24.067745803357315
14,91.74904214559388,24.067745803357315
15,91.91507024265645,24.067745803357315
16,92.0830140485313,24.067745803357315
17,92.52809706257982,24.067745803357315
18,92.9272030651341,24.067745803357315
19,93.24074074074075,24.067745803357315
20,93.47445721583652,24.067745803357315
21,93.9878706199461,24.067745803357315
22,92.5823754789272,24.067745803357315
23,91.47818181818182,24.067745803357315
24,90.95338441890166,24.067745803357315
25,90.5734501347709,24.067745803357315
26,90.25351213282248,24.067745803357315
27,89.96495956873315,24.067745803357315
28,89.8544061302682,24.067745803357315
29,89.96743295019157,24.067745803357315
30,91.6866576819407,24.067745803357315
31,91.8646232439336,24.067745803357315
32,92.01915708812261,24.067745803357315
33,92.29245283018868,24.067745803357315
34,92.5822102425876,24.067745803357315
35,92.19859514687101,24.067745803357315
36,92.69923371647509,24.067745803357315
37,92.39208173690932,24.067745803357315
38,91.26854395604396,24.067745803357315
39,90.41346153846153,24.067745803357315
40,90.15453296703296,24.067745803357315
41,92.04177897574124,24.067745803357315
42,92.71966794380587,24.067745803357315
43,91.74181818181818,24.067745803357315
44,92.33212121212121,24.067745803357315
45,92.85696040868454,24.067745803357315
46,93.35632183908046,24.067745803357315
47,93.63665389527459,24.067745803357315
48,93.74201787994892,24.067745803357315
49,94.09703504043127,24.067745803357315
50,94.25636363636363,24.067745803357315
51,94.26484848484849,24.067745803357315
52,94.32484848484849,24.067745803357315
53,94.0909090909091,24.067745803357315
54,93.81636363636363,24.067745803357315
55,92.99454545454546,24.067745803357315
56,92.68837803320562,24.067745803357315
57,91.87870619946092,24.067745803357315
58,91.0121293800539,24.067745803357315
59,90.57088122605364,24.067745803357315
60,90.28228021978022,24.067745803357315
61,90.40521978021978,24.067745803357315
62,91.0576923076923,24.067745803357315
63,92.18263090676884,24.067745803357315
64,92.6845466155811,24.067745803357315
65,92.7260606060606,24.067745803357315
66,92.95812110922468,24.067745803357315
67,92.6627051499717,24.067745803357315
68,93.05450500556174,24.067745803357315
69,92.93882091212458,24.067745803357315
70,92.27530589543937,24.067745803357315
71,92.646875,24.067745803357315
72,92.02732240437159,24.067745803357315
73,90.47360703812316,24.067745803357315
74,89.95259042033236,24.067745803357315
75,89.797165200391,24.067745803357315
76,89.6930596285435,24.067745803357315
77,89.57376283846872,24.067745803357315
78,89.43499511241447,24.067745803357315
79,89.34408602150538,24.067745803357315
80,89.07749627421758,24.067745803357315
81,90.28697916666667,24.067745803357315
82,91.2828125,24.067745803357315
83,91.36614583333333,24.067745803357315
84,91.94038748137109,24.067745803357315
85,92.32135416666667,24.067745803357315
86,92.85208333333334,24.067745803357315
87,93.66666666666667,24.067745803357315
88,93.18430203676105,24.067745803357315
89,92.3417784401391,24.067745803357315
90,91.96025832091406,24.067745803357315
91,92.22553402881272,24.067745803357315
92,92.94634873323398,24.067745803357315
93,92.83258817685048,24.067745803357315
94,93.58171882762046,24.067745803357315
95,93.20516641828117,24.067745803357315
96,92.62195727769499,24.067745803357315
97,93.100347739692,24.067745803357315
98,93.16443119721808,24.067745803357315
99,94.83177083333334,24.067745803357315
100,94.825,24.067745803357315
101,93.709375,24.067745803357315
102,93.09438648782911,24.067745803357315
103,93.9652260307998,24.067745803357315
104,93.85444610034774,24.067745803357315
105,94.00596125186289,24.067745803357315
106,94.24590163934427,24.067745803357315
107,93.74913065077,24.067745803357315
108,94.05911574764033,24.067745803357315
109,93.7799304520616,24.067745803357315
110,92.98211624441133,24.067745803357315
111,92.16939890710383,24.067745803357315
112,91.1892697466468,24.067745803357315
113,90.37390029325513,24.067745803357315
114,90.04203323558163,24.067745803357315
115,89.90664711632454,24.067745803357315
116,89.82453567937439,24.067745803357315
117,90.22140762463343,24.067745803357315
118,89.87438905180841,24.067745803357315
119,89.81867057673509,24.067745803357315
120,89.81792717086834,24.067745803357315
121,89.730989010989,24.067745803357315
122,90.91830065359477,24.067745803357315
123,91.63211951447245,24.067745803357315
124,91.46373626373627,24.067745803357315
125,91.65494505494506,24.067745803357315
126,91.78571428571429,24.067745803357315
127,89.8734827264239,24.067745803357315
128,89.11827956989248,24.067745803357315
129,88.92717497556207,24.067745803357315
130,88.50684261974584,24.067745803357315
131,89.18571428571428,24.067745803357315
132,89.0650912106136,24.067745803357315
133,89.3323076923077,24.067745803357315
134,90.841642228739,24.067745803357315
135,91.55962854349951,24.067745803357315
136,91.90811339198436,24.067745803357315
137,92.38655462184875,24.067745803357315
138,93.0307917888563,24.067745803357315
139,92.96770988574268,24.067745803357315
140,93.34674615002484,24.067745803357315
141,92.58022851465475,24.067745803357315
142,92.51612903225806,24.067745803357315
143,92.61925708699903,24.067745803357315
144,92.85239491691105,24.067745803357315
145,92.44330400782013,24.067745803357315
146,93.09042033235582,24.067745803357315
147,93.08246398410333,24.067745803357315
148,94.59711872826627,24.067745803357315
149,93.6969696969697,24.067745803357315
150,93.39145553899652,24.067745803357315
151,93.65933528836754,24.067745803357315
152,93.02197802197803,24.067745803357315
153,93.87114845938375,24.067745803357315
