Frame,Intensity
0,93.60534591194968
1,93.50864779874213
2,91.39660493827161
3,90.97993827160494
4,90.15094339622641
5,90.49449685534591
6,90.25628930817611
7,89.75240384615384
8,90.0230179028133
9,92.37037037037037
10,92.83410493827161
11,92.88522012578616
12,93.08018867924528
13,93.24606918238993
14,93.26100628930817
15,93.48611111111111
16,93.40094339622641
17,93.79166666666667
18,94.05424528301887
19,94.57389937106919
20,94.75550314465409
21,94.67467948717949
22,93.52908805031447
23,92.43518518518519
24,91.43518518518519
25,90.78626543209876
26,90.41588050314465
27,90.09214743589743
28,89.76572327044025
29,90.53926282051282
30,92.34355345911949
31,92.69732704402516
32,93.26650943396227
33,93.48663522012579
34,93.72720125786164
35,93.78616352201257
36,94.05345911949685
37,94.00078616352201
38,91.81996855345912
39,91.10927672955975
40,90.98977987421384
41,92.45125786163523
42,93.40432098765432
43,93.03163580246914
44,93.35770440251572
45,93.05738993710692
46,94.26493710691824
47,94.4775641025641
48,93.93606138107417
49,94.82932692307692
50,94.87740384615384
51,95.13810741687979
52,94.55448717948718
53,94.45125786163523
54,93.82940251572327
55,93.38679245283019
56,92.63207547169812
57,91.86556603773585
58,91.08176100628931
59,90.8624213836478
60,91.38522012578616
61,90.78537735849056
62,91.13993710691824
63,92.98113207547169
64,92.99921383647799
65,93.53309090909092
66,93.64237516869096
67,93.7542372881356
68,92.85593220338983
69,93.1818774445893
70,92.91481481481482
71,93.51728395061728
72,93.16666666666667
73,91.07786885245902
74,90.8963133640553
75,90.5184331797235
76,90.37960829493088
77,90.30103995621236
78,90.8212201591512
79,90.37931034482759
80,90.36015325670498
81,91.286866359447
82,92.18087557603687
83,92.6958525345622
84,93.03629976580797
85,93.07377049180327
86,93.5327868852459
87,93.93271604938272
88,93.47189695550351
89,93.3052995391705
90,93.21252927400468
91,93.29918032786885
92,93.8407494145199
93,93.88524590163935
94,93.99941451990632
95,93.81323185011709
96,93.0884074941452
97,93.58021077283372
98,94.15046838407494
99,94.76580796252928
100,94.82259953161592
101,93.98829039812647
102,93.97811059907833
103,94.58928571428571
104,94.6307603686636
105,94.97926267281106
106,95.21838407494145
107,94.68969555035129
108,94.89110070257611
109,94.78337236533957
110,93.57949308755761
111,93.70622119815668
112,92.3323732718894
113,91.69124423963133
114,91.5
115,91.38594470046083
116,91.11866359447005
117,91.5397465437788
118,91.07334428024083
119,91.07834101382488
120,91.10541474654377
121,90.90421455938697
122,92.46198156682027
123,93.07142857142857
124,93.0581797235023
125,93.30875576036867
126,93.19354838709677
127,91.0524193548387
128,89.83928571428571
129,89.98850574712644
130,89.3991935483871
131,90.23271889400921
132,90.32776497695852
133,90.80299539170507
134,92.05090311986864
135,93.27272727272727
136,93.52983032293378
137,94.20564516129032
138,93.83141762452107
139,94.11818181818182
140,93.87575259989053
141,93.85550082101807
142,93.64861751152074
143,93.51176792556103
144,94.22119815668202
145,93.50864055299539
146,94.05702764976958
147,94.21077283372365
148,95.14871194379391
149,94.93721198156682
150,94.0852534562212
151,94.20599739243806
152,93.67622950819673
153,94.42684331797236
154,94.98905309250136
155,95.21486175115207
156,94.72365339578454
157,94.1860599078341
158,94.58467741935483
159,95.13191244239631
160,94.69815668202764
161,94.8352534562212
162,94.86463133640552
163,94.65264976958525
164,94.52764976958525
165,93.59792626728111
166,92.4696223316913
167,91.65552995391705
168,91.45484400656814
169,90.99769585253456
170,91.04089861751152
171,91.23214285714286
172,91.52361751152074
173,92.69412442396313
174,93.47119815668202
175,93.49135944700461
176,93.48214285714286
177,93.61635944700461
178,93.65207373271889
179,93.83928571428571
180,93.72235023041475
181,94.34792626728111
182,94.42396313364056
183,94.63421658986175
184,92.08593322386426
185,90.71592775041051
186,90.52326217843459
187,90.12154377880184
188,89.57416529830323
189,89.7344470046083
190,89.5581797235023
191,89.9176267281106
192,89.94700460829493
193,91.07891705069125
194,92.31089217296113
195,93.30656565656565
196,93.49261083743842
197,94.26161616161616
198,94.32895457033388
199,93.99193548387096
200,94.08866995073892
201,94.61578341013825
202,93.80737704918033
203,94.04550691244239
204,94.58582949308756
205,94.7442396313364
206,95.18951612903226
207,94.6278801843318
208,94.4920634920635
209,94.43568691844554
210,94.04089861751152
211,94.30933179723502
212,93.98502304147465
213,94.22062211981567
214,94.96496989600438
215,94.9463601532567
216,94.77073732718894
217,94.9288451012589
218,94.88997695852535
219,94.22983870967742
220,94.22926267281106
221,94.42569124423963
222,95.20667447306792
223,95.47753456221199
224,95.29089861751152
225,94.42050691244239
226,94.85599078341014
227,95.18836405529954
228,95.3991935483871
229,95.786866359447
230,93.92172961138479
231,92.62903225806451
232,92.14516129032258
233,91.79147465437788
234,91.70449308755761
235,91.45679723502305
236,91.62671045429666
237,92.13133640552995
238,93.29666119321291
239,93.77361751152074
240,94.44145199063232
241,94.64285714285714
242,94.16013824884793
243,94.26324884792626
244,94.02707373271889
245,94.213133640553
246,94.1831797235023
247,94.55990783410138
248,94.67972350230414
249,95.05747126436782
250,95.46140552995392
251,93.35311059907833
252,91.40149769585254
253,90.911866359447
254,90.61412151067323
255,91.39080459770115
256,91.30555555555556
257,90.59562211981567
258,90.62096774193549
259,91.92972350230414
260,93.1094470046083
261,93.41042154566745
262,93.77868852459017
263,93.41744730679157
264,93.60831381733021
265,93.73126463700234
266,94.00819672131148
267,94.56557377049181
268,93.48009367681499
269,92.34367681498829
270,91.85138248847926
271,91.36808755760369
272,91.48385331143952
273,91.01932084309134
274,91.00115207373273
275,91.00328407224958
276,90.84777517564403
277,90.56206088992974
278,90.71889400921658
279,92.22365339578454
280,93.31733021077284
281,93.93271604938272
282,94.8155149934811
283,94.0425925925926
284,94.68676814988291
285,94.47777777777777
286,95.2
287,95.21447196870926
288,94.70493827160495
289,94.94847775175644
290,94.05327868852459
291,94.11175115207374
292,93.73456790123457
293,94.48653395784544
294,95.27810304449649
295,95.14402810304449
296,94.94938271604939
297,95.37236533957845
298,95.82430875576037
299,95.29392446633825
300,95.44642857142857
301,95.5
302,95.8148631029987
303,94.45901639344262
304,94.80472350230414
305,94.94815668202764
306,95.54164456233421
307,95.42575757575757
308,92.64458525345623
309,92.03183023872678
310,93.0210378681627
311,93.98169642857142
312,95.02053571428571
313,94.70112079701121
314,94.66376089663761
315,95.09007887090078
316,93.93067662930676
317,92.12053571428571
318,91.70985691573927
319,91.49691901408451
320,93.3600352112676
321,93.78870900788709
322,94.07394366197182
323,94.43171440431715
324,95.65580357142858
325,94.71014492753623
326,94.92723214285714
327,94.575
328,94.72410714285714
329,95.2693661971831
330,95.37318389373183
331,95.5491905354919
332,95.6214196762142
333,96.10211267605634
334,96.22975352112677
335,95.77728873239437
336,96.27464788732394
337,96.75924295774648
338,96.80369718309859
339,96.56866197183099
340,96.58862598588625
341,97.07098381070983
342,97.02904929577464
343,96.37676056338029
344,96.30357142857143
345,96.17737676056338
346,96.61267605633803
347,97.32966549295774
348,97.36267605633803
349,97.55223214285714
350,96.71390845070422
351,96.61477791614777
352,94.90618513906185
353,94.08509755085097
354,93.30427563304275
355,93.48360315483603
356,93.47986716479868
357,93.40971357409714
358,93.31880448318805
359,93.51805728518057
360,94.1535907015359
361,95.0
362,95.48609381486094
363,95.61519302615193
364,96.04732254047323
365,96.17725197177252
366,96.36695724366957
367,96.80489829804898
368,97.07513491075134
369,97.16604400166044
370,97.12536322125364
371,96.92237442922375
372,96.71357409713575
373,96.29929431299294
374,96.1502698215027
375,96.47405562474056
376,96.56205894562059
377,96.48360315483603
378,95.68036529680366
379,95.0942299709423
380,94.26940639269407
381,94.16023246160232
382,93.44333748443337
383,93.23827314238274
384,93.08966376089664
385,92.93150684931507
386,93.1519302615193
387,94.8505603985056
388,94.9618098796181
389,95.32876712328768
390,95.75093399750934
391,95.99460356994604
392,95.91531755915318
393,95.27604815276048
394,95.0585305105853
395,94.80489829804898
396,95.15068493150685
397,95.24906600249066
398,93.76670817766708
399,92.82274802822748
400,92.35367372353674
401,92.24865089248651
402,92.21004566210046
403,92.02573682025736
404,92.6596097965961
405,92.66334578663346
406,92.32876712328768
407,92.95184723951847
408,94.14362806143627
409,94.88127853881278
410,95.25072644250726
411,95.24117891241178
412,95.25612287256124
413,95.5118838028169
414,95.69322183098592
415,96.44498239436619
416,95.91725352112677
417,95.66002490660026
418,96.08054577464789
419,95.57202158572022
420,96.09672063096721
421,96.15228873239437
422,95.60481527604816
423,95.78870900788709
424,95.87837276878373
425,95.45454545454545
426,95.44541303445413
427,94.80074719800747
428,93.66998754669987
429,92.80572851805728
430,92.25902864259028
431,93.17517642175176
432,93.95226234952263
433,95.1307596513076
434,95.3727687837277
435,95.68410128684101
436,95.31465338314653
437,95.3013698630137
438,94.74429223744292
439,95.2461602324616
440,96.07056870070569
441,95.81652137816522
442,96.11706102117061
443,96.05479452054794
444,95.39103362391033
445,96.15981735159818
446,94.99335823993358
447,95.29533450704226
448,96.03345070422536
449,95.86428571428571
450,95.98855633802818
451,95.93067662930676
452,96.244499792445
453,97.25446428571429
454,97.18441901408451
455,97.33714788732394
456,96.08634288086343
457,96.15774180157742
458,96.63719385637194
459,97.52511415525115
460,97.35492845786963
461,96.64674138646741
462,96.89829804898298
463,96.80323785803238
464,97.302200083022
465,97.03362391033625
466,97.69323370693233
467,97.38522208385223
468,96.98339559983395
469,97.00664176006642
470,97.07388958073889
471,95.88792029887921
472,94.47779161477791
473,94.06434205064342
474,93.72768783727687
475,93.7961809879618
476,94.21129099211291
477,94.71855541718556
478,95.55998339559983
479,96.26442507264424
480,96.99045246990453
481,97.42424242424242
482,97.35076795350768
483,97.20008302200083
484,96.8310502283105
485,97.1282689912827
486,97.80697384806975
487,97.69613947696139
488,97.6425902864259
489,97.9472810294728
490,97.99252801992527
491,97.42507264425073
492,96.75757575757575
493,95.23495226234952
494,94.79535076795351
495,94.66500622665006
496,93.92569530925695
497,93.6035699460357
498,93.29389788293898
499,93.44167704441676
500,93.44043171440431
501,94.16438356164383
502,95.18721461187215
503,95.33346581875993
504,95.37798092209857
505,95.49841017488076
506,95.7114467408585
507,95.49006359300476
508,96.03908668730651
509,96.11446740858506
510,96.36322125363222
511,96.59568285595682
512,96.64217517642174
513,96.93233706932337
514,95.9236197592362
515,94.65587380655874
516,94.6027397260274
517,93.97841427978415
518,93.9090909090909
519,94.03694479036945
520,93.44956413449565
521,93.77916147779162
522,93.83769198837692
523,94.61892901618928
524,95.81776670817767
525,95.80074719800747
526,95.87279929577464
527,95.35118306351183
528,95.20340390203404
529,95.52054794520548
530,95.70983810709838
531,95.92652552926525
532,96.05047694753577
533,96.28537360890301
534,95.04773765047737
535,94.12453300124533
536,93.6953092569531
537,93.40639269406392
538,93.10709838107098
539,93.36322125363222
540,93.59900373599004
541,93.95765877957659
542,93.884599418846
543,94.06724782067248
544,95.07762557077625
545,95.68451639684517
546,96.13574097135741
547,96.63719385637194
548,96.99735915492958
549,96.55417185554172
550,96.23744292237443
551,96.73092209856915
552,96.98847376788554
553,97.03537360890301
